"stance_label","stance_confidence","comment_id","error"
"Neutral/Unclear",0.85,"climate_comment_117819",NA
"Climate Skeptic",0.95,"climate_comment_189593",NA
"Neutral/Unclear",0.9,"climate_comment_117820",NA
"Neutral/Unclear",0.85,"climate_comment_275424",NA
"Neutral/Unclear",0.85,"climate_comment_205671",NA
"Neutral/Unclear",0.9,"climate_comment_117811",NA
"Neutral/Unclear",0.9,"climate_comment_280991",NA
"Neutral/Unclear",0.9,"climate_comment_117835",NA
"Neutral/Unclear",0.85,"climate_comment_203639",NA
"Neutral/Unclear",0.9,"climate_comment_117833",NA
"Neutral/Unclear",0.9,"climate_comment_117836",NA
"Neutral/Unclear",0.9,"climate_comment_047497",NA
"Neutral/Unclear",0.9,"climate_comment_274548",NA
"Neutral/Unclear",0.95,"climate_comment_190839",NA
"Neutral/Unclear",0.85,"climate_comment_235800",NA
"Neutral/Unclear",0.95,"climate_comment_196327",NA
"Neutral/Unclear",0.85,"climate_comment_235436",NA
"Neutral/Unclear",0.9,"climate_comment_263654",NA
"Neutral/Unclear",0.9,"climate_comment_249886",NA
"Neutral/Unclear",0.85,"climate_comment_280316",NA
"Climate Skeptic",0.85,"climate_comment_256222",NA
"Neutral/Unclear",0.85,"climate_comment_278063",NA
"Neutral/Unclear",0.9,"climate_comment_216414",NA
"Neutral/Unclear",0.85,"climate_comment_189688",NA
"Neutral/Unclear",0.85,"climate_comment_199892",NA
"Climate Skeptic",0.85,"climate_comment_176655",NA
"Neutral/Unclear",0.85,"climate_comment_261474",NA
"Neutral/Unclear",0.95,"climate_comment_216415",NA
"Neutral/Unclear",0.85,"climate_comment_231852",NA
"Neutral/Unclear",0.85,"climate_comment_217221",NA
"Neutral/Unclear",0.85,"climate_comment_170388",NA
"Neutral/Unclear",0.85,"climate_comment_231853",NA
"Neutral/Unclear",0.9,"climate_comment_175924",NA
"Neutral/Unclear",0.85,"climate_comment_202431",NA
"Neutral/Unclear",0.9,"climate_comment_225924",NA
"Neutral/Unclear",0.9,"climate_comment_203788",NA
"Neutral/Unclear",0.85,"climate_comment_242046",NA
"Neutral/Unclear",0.85,"climate_comment_270112",NA
"Climate Believer",0.85,"climate_comment_189377",NA
"Neutral/Unclear",0.85,"climate_comment_199344",NA
"Neutral/Unclear",0.85,"climate_comment_246435",NA
"Neutral/Unclear",0.85,"climate_comment_225925",NA
"Neutral/Unclear",0.9,"climate_comment_248313",NA
"Neutral/Unclear",0.9,"climate_comment_225923",NA
"Neutral/Unclear",0.95,"climate_comment_277873",NA
"Neutral/Unclear",0.85,"climate_comment_178185",NA
"Neutral/Unclear",0.85,"climate_comment_243386",NA
"Neutral/Unclear",0.85,"climate_comment_203786",NA
"Neutral/Unclear",0.85,"climate_comment_245841",NA
"Neutral/Unclear",0.85,"climate_comment_181266",NA
"Neutral/Unclear",0.85,"climate_comment_245850",NA
"Neutral/Unclear",0.85,"climate_comment_203785",NA
"Climate Believer",0.85,"climate_comment_203651",NA
"Climate Believer",0.85,"climate_comment_245851",NA
"Neutral/Unclear",0.9,"climate_comment_212156",NA
"Neutral/Unclear",0.95,"climate_comment_226667",NA
"Neutral/Unclear",0.85,"climate_comment_217360",NA
"Neutral/Unclear",0.85,"climate_comment_242110",NA
"Neutral/Unclear",0.95,"climate_comment_190947",NA
"Neutral/Unclear",0.85,"climate_comment_233535",NA
"Neutral/Unclear",0.9,"climate_comment_212157",NA
"Neutral/Unclear",0.85,"climate_comment_245607",NA
"Neutral/Unclear",0.85,"climate_comment_199784",NA
"Neutral/Unclear",0.85,"climate_comment_268799",NA
"Neutral/Unclear",0.85,"climate_comment_238427",NA
"Neutral/Unclear",0.85,"climate_comment_274535",NA
"Neutral/Unclear",0.9,"climate_comment_199786",NA
"Neutral/Unclear",0.85,"climate_comment_170206",NA
"Neutral/Unclear",0.9,"climate_comment_266020",NA
"Neutral/Unclear",0.85,"climate_comment_214656",NA
"Climate Skeptic",0.75,"climate_comment_224721",NA
"Neutral/Unclear",0.85,"climate_comment_235873",NA
"Climate Skeptic",0.95,"climate_comment_203842",NA
"Neutral/Unclear",0.9,"climate_comment_232194",NA
"Neutral/Unclear",0.85,"climate_comment_169537",NA
"Neutral/Unclear",0.9,"climate_comment_214577",NA
"Neutral/Unclear",0.85,"climate_comment_211547",NA
"Neutral/Unclear",0.9,"climate_comment_214655",NA
"Neutral/Unclear",0.85,"climate_comment_186906",NA
"Climate Believer",0.85,"climate_comment_211199",NA
"Neutral/Unclear",0.85,"climate_comment_214549",NA
"Neutral/Unclear",0.85,"climate_comment_244817",NA
"Neutral/Unclear",0.95,"climate_comment_172421",NA
"Neutral/Unclear",0.85,"climate_comment_237531",NA
"Neutral/Unclear",0.85,"climate_comment_178083",NA
"Neutral/Unclear",0.9,"climate_comment_117830",NA
"Neutral/Unclear",0.85,"climate_comment_254100",NA
"Neutral/Unclear",0.95,"climate_comment_182785",NA
"Neutral/Unclear",0.85,"climate_comment_179857",NA
"Neutral/Unclear",0.85,"climate_comment_203525",NA
"Neutral/Unclear",0.95,"climate_comment_243673",NA
"Neutral/Unclear",0.85,"climate_comment_220814",NA
"Climate Skeptic",0.85,"climate_comment_279938",NA
"Neutral/Unclear",0.95,"climate_comment_228147",NA
"Neutral/Unclear",0.95,"climate_comment_191733",NA
"Neutral/Unclear",0.9,"climate_comment_279333",NA
"Neutral/Unclear",0.95,"climate_comment_222825",NA
"Neutral/Unclear",0.95,"climate_comment_225295",NA
"Neutral/Unclear",0.85,"climate_comment_203527",NA
"Climate Skeptic",0.85,"climate_comment_222385",NA
"Neutral/Unclear",0.9,"climate_comment_274377",NA
"Climate Skeptic",0.95,"climate_comment_272934",NA
"Neutral/Unclear",0.9,"climate_comment_179052",NA
"Neutral/Unclear",0.95,"climate_comment_197590",NA
"Neutral/Unclear",0.95,"climate_comment_170216",NA
"Neutral/Unclear",0.95,"climate_comment_242565",NA
"Neutral/Unclear",0.9,"climate_comment_188776",NA
"Neutral/Unclear",0.95,"climate_comment_214950",NA
"Neutral/Unclear",0.95,"climate_comment_274869",NA
"Neutral/Unclear",0.95,"climate_comment_269915",NA
"Neutral/Unclear",0.9,"climate_comment_278548",NA
"Neutral/Unclear",0.9,"climate_comment_237138",NA
"Neutral/Unclear",0.95,"climate_comment_229462",NA
"Neutral/Unclear",0.9,"climate_comment_191745",NA
"Neutral/Unclear",0.85,"climate_comment_236587",NA
"Neutral/Unclear",0.9,"climate_comment_233965",NA
"Neutral/Unclear",0.95,"climate_comment_219822",NA
"Neutral/Unclear",0.95,"climate_comment_240139",NA
"Neutral/Unclear",0.9,"climate_comment_208220",NA
"Neutral/Unclear",0.95,"climate_comment_280545",NA
"Neutral/Unclear",0.85,"climate_comment_174037",NA
"Neutral/Unclear",0.95,"climate_comment_176629",NA
"Neutral/Unclear",0.9,"climate_comment_176627",NA
"Neutral/Unclear",0.85,"climate_comment_214648",NA
"Neutral/Unclear",0.9,"climate_comment_233967",NA
"Neutral/Unclear",0.85,"climate_comment_173769",NA
"Neutral/Unclear",0.85,"climate_comment_276289",NA
"Neutral/Unclear",0.85,"climate_comment_173773",NA
"Climate Skeptic",0.85,"climate_comment_206162",NA
"Neutral/Unclear",0.85,"climate_comment_260560",NA
"Neutral/Unclear",0.95,"climate_comment_196027",NA
"Neutral/Unclear",0.9,"climate_comment_262506",NA
"Neutral/Unclear",0.9,"climate_comment_195378",NA
"Climate Skeptic",0.85,"climate_comment_266602",NA
"Neutral/Unclear",0.85,"climate_comment_212979",NA
"Neutral/Unclear",0.95,"climate_comment_186421",NA
"Neutral/Unclear",0.9,"climate_comment_234107",NA
"Neutral/Unclear",0.95,"climate_comment_254430",NA
"Climate Believer",0.85,"climate_comment_270916",NA
"Neutral/Unclear",0.95,"climate_comment_210184",NA
"Neutral/Unclear",0.85,"climate_comment_210183",NA
"Neutral/Unclear",0.85,"climate_comment_189360",NA
"Neutral/Unclear",0.85,"climate_comment_184841",NA
"Neutral/Unclear",0.85,"climate_comment_223109",NA
"Neutral/Unclear",0.95,"climate_comment_182748",NA
"Neutral/Unclear",0.95,"climate_comment_206584",NA
"Climate Believer",0.85,"climate_comment_266763",NA
"Neutral/Unclear",0.9,"climate_comment_235279",NA
"Neutral/Unclear",0.9,"climate_comment_275888",NA
"Neutral/Unclear",0.85,"climate_comment_197565",NA
"Neutral/Unclear",0.85,"climate_comment_176699",NA
"Neutral/Unclear",0.85,"climate_comment_182973",NA
"Neutral/Unclear",0.85,"climate_comment_242387",NA
"Neutral/Unclear",0.85,"climate_comment_171523",NA
"Climate Believer",0.9,"climate_comment_178026",NA
"Neutral/Unclear",0.85,"climate_comment_261559",NA
"Neutral/Unclear",0.9,"climate_comment_255302",NA
"Neutral/Unclear",0.85,"climate_comment_209223",NA
"Neutral/Unclear",0.85,"climate_comment_169055",NA
"Neutral/Unclear",0.9,"climate_comment_264222",NA
"Neutral/Unclear",0.9,"climate_comment_187544",NA
"Climate Believer",0.9,"climate_comment_273660",NA
"Neutral/Unclear",0.85,"climate_comment_259967",NA
"Neutral/Unclear",0.85,"climate_comment_202970",NA
"Neutral/Unclear",0.9,"climate_comment_264255",NA
"Neutral/Unclear",0.85,"climate_comment_194944",NA
"Neutral/Unclear",0.85,"climate_comment_194946",NA
"Neutral/Unclear",0.85,"climate_comment_234173",NA
"Neutral/Unclear",0.85,"climate_comment_276070",NA
"Neutral/Unclear",0.75,"climate_comment_254477",NA
"Neutral/Unclear",0.95,"climate_comment_191585",NA
"Climate Skeptic",0.85,"climate_comment_277902",NA
"Neutral/Unclear",0.85,"climate_comment_246238",NA
"Neutral/Unclear",0.85,"climate_comment_185472",NA
"Neutral/Unclear",0.85,"climate_comment_251187",NA
"Neutral/Unclear",0.85,"climate_comment_228589",NA
"Neutral/Unclear",0.9,"climate_comment_267436",NA
"Neutral/Unclear",0.95,"climate_comment_186232",NA
"Climate Believer",0.85,"climate_comment_211710",NA
"Neutral/Unclear",0.9,"climate_comment_246703",NA
"Neutral/Unclear",0.85,"climate_comment_191584",NA
"Neutral/Unclear",0.85,"climate_comment_228625",NA
"Neutral/Unclear",0.85,"climate_comment_218281",NA
"Neutral/Unclear",0.85,"climate_comment_253300",NA
"Neutral/Unclear",0.85,"climate_comment_215216",NA
"Neutral/Unclear",0.75,"climate_comment_179402",NA
"Neutral/Unclear",0.85,"climate_comment_211518",NA
"Climate Believer",0.9,"climate_comment_262298",NA
"Neutral/Unclear",0.85,"climate_comment_181593",NA
"Neutral/Unclear",0.85,"climate_comment_270765",NA
"Neutral/Unclear",0.85,"climate_comment_238896",NA
"Neutral/Unclear",0.85,"climate_comment_262297",NA
"Neutral/Unclear",0.9,"climate_comment_255321",NA
"Climate Believer",0.85,"climate_comment_207380",NA
"Neutral/Unclear",0.85,"climate_comment_190168",NA
"Neutral/Unclear",0.85,"climate_comment_176521",NA
"Climate Skeptic",0.85,"climate_comment_246923",NA
"Neutral/Unclear",0.9,"climate_comment_252675",NA
"Neutral/Unclear",0.85,"climate_comment_218334",NA
"Neutral/Unclear",0.85,"climate_comment_269175",NA
"Neutral/Unclear",0.85,"climate_comment_196037",NA
"Neutral/Unclear",0.85,"climate_comment_174828",NA
"Neutral/Unclear",0.85,"climate_comment_248216",NA
"Neutral/Unclear",0.85,"climate_comment_200678",NA
"Neutral/Unclear",0.85,"climate_comment_236658",NA
"Neutral/Unclear",0.85,"climate_comment_200803",NA
"Climate Skeptic",0.85,"climate_comment_194326",NA
"Neutral/Unclear",0.95,"climate_comment_218398",NA
"Neutral/Unclear",0.95,"climate_comment_217166",NA
"Neutral/Unclear",0.85,"climate_comment_180698",NA
"Neutral/Unclear",0.9,"climate_comment_168960",NA
"Climate Skeptic",0.85,"climate_comment_208378",NA
"Neutral/Unclear",0.95,"climate_comment_178359",NA
"Neutral/Unclear",0.85,"climate_comment_202021",NA
"Neutral/Unclear",0.9,"climate_comment_116122",NA
"Climate Believer",0.85,"climate_comment_265658",NA
"Climate Believer",0.85,"climate_comment_266895",NA
"Neutral/Unclear",0.9,"climate_comment_184430",NA
"Neutral/Unclear",0.85,"climate_comment_239874",NA
"Neutral/Unclear",0.85,"climate_comment_184431",NA
"Neutral/Unclear",0.95,"climate_comment_173024",NA
"Neutral/Unclear",0.9,"climate_comment_229417",NA
"Neutral/Unclear",0.9,"climate_comment_184429",NA
"Neutral/Unclear",0.95,"climate_comment_241525",NA
"Neutral/Unclear",0.85,"climate_comment_178469",NA
"Neutral/Unclear",0.9,"climate_comment_184432",NA
"Neutral/Unclear",0.85,"climate_comment_266924",NA
"Neutral/Unclear",0.85,"climate_comment_196633",NA
"Neutral/Unclear",0.9,"climate_comment_267791",NA
"Climate Skeptic",0.85,"climate_comment_261450",NA
"Neutral/Unclear",0.85,"climate_comment_269119",NA
"Neutral/Unclear",0.85,"climate_comment_262329",NA
"Neutral/Unclear",0.95,"climate_comment_222074",NA
"Neutral/Unclear",0.85,"climate_comment_210867",NA
"Neutral/Unclear",0.75,"climate_comment_232967",NA
"Neutral/Unclear",0.95,"climate_comment_211545",NA
"Climate Believer",0.85,"climate_comment_238597",NA
"Neutral/Unclear",0.9,"climate_comment_246294",NA
"Neutral/Unclear",0.85,"climate_comment_187407",NA
"Neutral/Unclear",0.85,"climate_comment_214868",NA
"Neutral/Unclear",0.85,"climate_comment_203013",NA
"Neutral/Unclear",0.85,"climate_comment_209997",NA
"Neutral/Unclear",0.75,"climate_comment_189275",NA
"Neutral/Unclear",0.85,"climate_comment_232588",NA
"Neutral/Unclear",0.85,"climate_comment_116386",NA
"Neutral/Unclear",0.85,"climate_comment_246980",NA
"Neutral/Unclear",0.95,"climate_comment_222137",NA
"Neutral/Unclear",0.95,"climate_comment_237172",NA
"Climate Believer",0.85,"climate_comment_190423",NA
"Neutral/Unclear",0.85,"climate_comment_262118",NA
"Neutral/Unclear",0.9,"climate_comment_175872",NA
"Neutral/Unclear",0.9,"climate_comment_218157",NA
"Neutral/Unclear",0.75,"climate_comment_238524",NA
"Neutral/Unclear",0.85,"climate_comment_242691",NA
"Neutral/Unclear",0.85,"climate_comment_205223",NA
"Climate Believer",0.85,"climate_comment_246525",NA
"Neutral/Unclear",0.85,"climate_comment_242690",NA
"Neutral/Unclear",0.9,"climate_comment_251753",NA
"Neutral/Unclear",0.85,"climate_comment_203912",NA
"Neutral/Unclear",0.85,"climate_comment_272852",NA
"Neutral/Unclear",0.85,"climate_comment_231316",NA
"Climate Believer",0.85,"climate_comment_226526",NA
"Neutral/Unclear",0.85,"climate_comment_229269",NA
"Neutral/Unclear",0.85,"climate_comment_271956",NA
"Neutral/Unclear",0.85,"climate_comment_225471",NA
"Neutral/Unclear",0.75,"climate_comment_260293",NA
"Climate Believer",0.85,"climate_comment_202197",NA
"Climate Believer",0.9,"climate_comment_230811",NA
"Neutral/Unclear",0.85,"climate_comment_225472",NA
"Climate Believer",0.85,"climate_comment_261778",NA
"Neutral/Unclear",0.9,"climate_comment_229266",NA
"Climate Skeptic",0.85,"climate_comment_248237",NA
"Climate Skeptic",0.85,"climate_comment_225469",NA
"Neutral/Unclear",0.85,"climate_comment_047364",NA
"Neutral/Unclear",0.85,"climate_comment_241644",NA
"Climate Believer",0.85,"climate_comment_249652",NA
"Climate Believer",0.9,"climate_comment_225580",NA
"Neutral/Unclear",0.85,"climate_comment_246385",NA
"Climate Believer",0.85,"climate_comment_208924",NA
"Climate Believer",0.9,"climate_comment_192233",NA
"Neutral/Unclear",0.85,"climate_comment_241641",NA
"Neutral/Unclear",0.85,"climate_comment_208925",NA
"Neutral/Unclear",0.85,"climate_comment_190374",NA
"Neutral/Unclear",0.85,"climate_comment_229116",NA
"Neutral/Unclear",0.95,"climate_comment_212069",NA
"Neutral/Unclear",0.95,"climate_comment_212066",NA
"Neutral/Unclear",0.85,"climate_comment_208575",NA
"Neutral/Unclear",0.85,"climate_comment_189571",NA
"Neutral/Unclear",0.85,"climate_comment_276011",NA
"Neutral/Unclear",0.9,"climate_comment_116368",NA
"Climate Skeptic",0.85,"climate_comment_208573",NA
"Neutral/Unclear",0.85,"climate_comment_169356",NA
"Climate Believer",0.95,"climate_comment_280550",NA
"Climate Believer",0.9,"climate_comment_259055",NA
"Neutral/Unclear",0.85,"climate_comment_185345",NA
"Climate Believer",0.85,"climate_comment_193807",NA
"Neutral/Unclear",0.85,"climate_comment_272130",NA
"Neutral/Unclear",0.9,"climate_comment_116402",NA
"Neutral/Unclear",0.85,"climate_comment_255581",NA
"Climate Skeptic",0.85,"climate_comment_170885",NA
"Neutral/Unclear",0.9,"climate_comment_241581",NA
"Climate Believer",0.85,"climate_comment_222851",NA
"Climate Skeptic",0.85,"climate_comment_276935",NA
"Neutral/Unclear",0.95,"climate_comment_211078",NA
"Climate Believer",0.85,"climate_comment_231271",NA
"Neutral/Unclear",0.85,"climate_comment_214151",NA
"Climate Believer",0.85,"climate_comment_184523",NA
"Neutral/Unclear",0.95,"climate_comment_262327",NA
"Neutral/Unclear",0.9,"climate_comment_231722",NA
"Climate Believer",0.75,"climate_comment_176183",NA
"Neutral/Unclear",0.85,"climate_comment_209981",NA
"Climate Skeptic",0.85,"climate_comment_183874",NA
"Climate Believer",0.9,"climate_comment_169078",NA
"Neutral/Unclear",0.85,"climate_comment_270324",NA
"Neutral/Unclear",0.75,"climate_comment_177684",NA
"Climate Believer",0.85,"climate_comment_174256",NA
"Climate Believer",0.85,"climate_comment_185893",NA
"Neutral/Unclear",0.85,"climate_comment_228360",NA
"Climate Skeptic",0.85,"climate_comment_271911",NA
"Neutral/Unclear",0.9,"climate_comment_224682",NA
"Neutral/Unclear",0.85,"climate_comment_236893",NA
"Neutral/Unclear",0.85,"climate_comment_228707",NA
"Neutral/Unclear",0.95,"climate_comment_270247",NA
"Climate Believer",0.85,"climate_comment_267109",NA
"Neutral/Unclear",0.85,"climate_comment_180545",NA
"Neutral/Unclear",0.85,"climate_comment_170866",NA
"Climate Believer",0.9,"climate_comment_219580",NA
"Climate Believer",0.75,"climate_comment_280244",NA
"Climate Skeptic",0.85,"climate_comment_255796",NA
"Neutral/Unclear",0.95,"climate_comment_233404",NA
"Neutral/Unclear",0.85,"climate_comment_228154",NA
"Neutral/Unclear",0.85,"climate_comment_208729",NA
"Neutral/Unclear",0.85,"climate_comment_212040",NA
"Neutral/Unclear",0.85,"climate_comment_238617",NA
"Neutral/Unclear",0.85,"climate_comment_210380",NA
"Neutral/Unclear",0.75,"climate_comment_180285",NA
"Climate Believer",0.9,"climate_comment_269819",NA
"Neutral/Unclear",0.85,"climate_comment_240926",NA
"Climate Skeptic",0.75,"climate_comment_221046",NA
"Climate Skeptic",0.85,"climate_comment_247952",NA
"Neutral/Unclear",0.85,"climate_comment_272005",NA
"Neutral/Unclear",0.85,"climate_comment_181063",NA
"Neutral/Unclear",0.85,"climate_comment_202273",NA
"Climate Believer",0.85,"climate_comment_211856",NA
"Neutral/Unclear",0.75,"climate_comment_242245",NA
"Neutral/Unclear",0.85,"climate_comment_185366",NA
"Neutral/Unclear",0.9,"climate_comment_273688",NA
"Neutral/Unclear",0.95,"climate_comment_215700",NA
"Neutral/Unclear",0.85,"climate_comment_279527",NA
"Climate Skeptic",0.85,"climate_comment_239729",NA
"Neutral/Unclear",0.85,"climate_comment_220880",NA
"Neutral/Unclear",0.85,"climate_comment_116365",NA
"Climate Skeptic",0.85,"climate_comment_261745",NA
"Neutral/Unclear",0.85,"climate_comment_261744",NA
"Neutral/Unclear",0.9,"climate_comment_225024",NA
"Climate Skeptic",0.85,"climate_comment_195847",NA
"Climate Believer",0.85,"climate_comment_245040",NA
"Climate Believer",0.85,"climate_comment_188593",NA
"Climate Believer",0.85,"climate_comment_199144",NA
"Neutral/Unclear",0.85,"climate_comment_222729",NA
"Climate Believer",0.85,"climate_comment_274620",NA
"Climate Believer",0.85,"climate_comment_232056",NA
"Climate Believer",0.75,"climate_comment_200673",NA
"Neutral/Unclear",0.75,"climate_comment_194516",NA
"Climate Believer",0.9,"climate_comment_241487",NA
"Neutral/Unclear",0.9,"climate_comment_209433",NA
"Climate Believer",0.85,"climate_comment_205626",NA
"Climate Believer",0.85,"climate_comment_268073",NA
"Neutral/Unclear",0.85,"climate_comment_220721",NA
"Climate Believer",0.85,"climate_comment_180949",NA
"Neutral/Unclear",0.85,"climate_comment_274233",NA
"Neutral/Unclear",0.85,"climate_comment_116378",NA
"Neutral/Unclear",0.9,"climate_comment_274234",NA
"Climate Skeptic",0.85,"climate_comment_178724",NA
"Neutral/Unclear",0.9,"climate_comment_237850",NA
"Climate Believer",0.85,"climate_comment_175470",NA
"Neutral/Unclear",0.85,"climate_comment_223328",NA
"Neutral/Unclear",0.9,"climate_comment_117677",NA
"Neutral/Unclear",0.85,"climate_comment_197998",NA
"Neutral/Unclear",0.9,"climate_comment_117673",NA
"Climate Believer",0.85,"climate_comment_179018",NA
"Climate Skeptic",0.95,"climate_comment_273580",NA
"Neutral/Unclear",0.85,"climate_comment_217934",NA
"Neutral/Unclear",0.85,"climate_comment_241858",NA
"Neutral/Unclear",0.85,"climate_comment_207692",NA
"Neutral/Unclear",0.85,"climate_comment_266010",NA
"Climate Skeptic",0.85,"climate_comment_237853",NA
"Climate Believer",0.85,"climate_comment_222733",NA
"Climate Believer",0.85,"climate_comment_243546",NA
"Climate Believer",0.85,"climate_comment_245449",NA
"Neutral/Unclear",0.75,"climate_comment_179603",NA
"Climate Skeptic",0.85,"climate_comment_249385",NA
"Neutral/Unclear",0.85,"climate_comment_276082",NA
"Neutral/Unclear",0.95,"climate_comment_268667",NA
"Neutral/Unclear",0.85,"climate_comment_224970",NA
"Neutral/Unclear",0.85,"climate_comment_274737",NA
"Neutral/Unclear",0.85,"climate_comment_190398",NA
"Climate Skeptic",0.85,"climate_comment_190750",NA
"Climate Skeptic",0.95,"climate_comment_270575",NA
"Neutral/Unclear",0.75,"climate_comment_273604",NA
"Neutral/Unclear",0.85,"climate_comment_117672",NA
"Neutral/Unclear",0.9,"climate_comment_183835",NA
"Climate Skeptic",0.85,"climate_comment_276574",NA
"Neutral/Unclear",0.85,"climate_comment_258444",NA
"Climate Skeptic",0.85,"climate_comment_254761",NA
"Climate Skeptic",0.85,"climate_comment_207421",NA
"Climate Believer",0.95,"climate_comment_212258",NA
"Climate Skeptic",0.95,"climate_comment_196439",NA
"Neutral/Unclear",0.9,"climate_comment_208791",NA
"Neutral/Unclear",0.85,"climate_comment_187897",NA
"Neutral/Unclear",0.85,"climate_comment_223533",NA
"Climate Skeptic",0.95,"climate_comment_196876",NA
"Climate Believer",0.85,"climate_comment_178764",NA
"Neutral/Unclear",0.85,"climate_comment_260032",NA
"Climate Believer",0.9,"climate_comment_262948",NA
"Neutral/Unclear",0.85,"climate_comment_182262",NA
"Climate Believer",0.85,"climate_comment_219212",NA
"Neutral/Unclear",0.9,"climate_comment_211463",NA
"Neutral/Unclear",0.85,"climate_comment_272788",NA
"Neutral/Unclear",0.85,"climate_comment_117675",NA
"Climate Skeptic",0.95,"climate_comment_232640",NA
"Climate Believer",0.85,"climate_comment_196130",NA
"Climate Believer",0.75,"climate_comment_265724",NA
"Climate Skeptic",0.85,"climate_comment_179909",NA
"Neutral/Unclear",0.85,"climate_comment_211713",NA
"Climate Believer",0.85,"climate_comment_260458",NA
"Climate Believer",0.9,"climate_comment_215719",NA
"Climate Skeptic",0.85,"climate_comment_192856",NA
"Neutral/Unclear",0.85,"climate_comment_172641",NA
"Climate Believer",0.9,"climate_comment_251156",NA
"Neutral/Unclear",0.9,"climate_comment_208285",NA
"Neutral/Unclear",0.75,"climate_comment_266507",NA
"Neutral/Unclear",0.85,"climate_comment_215823",NA
"Neutral/Unclear",0.85,"climate_comment_273788",NA
"Climate Believer",0.9,"climate_comment_240347",NA
"Neutral/Unclear",0.85,"climate_comment_266723",NA
"Neutral/Unclear",0.85,"climate_comment_224157",NA
"Climate Skeptic",0.85,"climate_comment_273789",NA
"Neutral/Unclear",0.9,"climate_comment_117694",NA
"Neutral/Unclear",0.9,"climate_comment_236752",NA
"Climate Skeptic",0.85,"climate_comment_254163",NA
"Neutral/Unclear",0.9,"climate_comment_277310",NA
"Neutral/Unclear",0.9,"climate_comment_266508",NA
"Climate Believer",0.85,"climate_comment_276926",NA
"Climate Skeptic",0.95,"climate_comment_251487",NA
"Climate Skeptic",0.95,"climate_comment_215292",NA
"Neutral/Unclear",0.85,"climate_comment_251488",NA
"Climate Skeptic",0.85,"climate_comment_272634",NA
"Neutral/Unclear",0.95,"climate_comment_246690",NA
"Climate Skeptic",0.85,"climate_comment_232142",NA
"Neutral/Unclear",0.85,"climate_comment_231512",NA
"Climate Skeptic",0.85,"climate_comment_232989",NA
"Climate Believer",0.85,"climate_comment_227429",NA
"Neutral/Unclear",0.95,"climate_comment_233841",NA
"Neutral/Unclear",0.85,"climate_comment_207212",NA
"Neutral/Unclear",0.85,"climate_comment_240571",NA
"Climate Skeptic",0.85,"climate_comment_240914",NA
"Climate Skeptic",0.85,"climate_comment_269970",NA
"Neutral/Unclear",0.85,"climate_comment_170014",NA
"Climate Believer",0.85,"climate_comment_205077",NA
"Neutral/Unclear",0.85,"climate_comment_207826",NA
"Neutral/Unclear",0.85,"climate_comment_280992",NA
"Neutral/Unclear",0.75,"climate_comment_209376",NA
"Neutral/Unclear",0.85,"climate_comment_195465",NA
"Neutral/Unclear",0.85,"climate_comment_188838",NA
"Climate Skeptic",0.85,"climate_comment_179460",NA
"Neutral/Unclear",0.85,"climate_comment_183474",NA
"Neutral/Unclear",0.85,"climate_comment_179761",NA
"Neutral/Unclear",0.9,"climate_comment_247072",NA
"Neutral/Unclear",0.95,"climate_comment_230603",NA
"Neutral/Unclear",0.85,"climate_comment_204556",NA
"Neutral/Unclear",0.75,"climate_comment_177290",NA
"Climate Believer",0.85,"climate_comment_222383",NA
"Climate Believer",0.75,"climate_comment_257944",NA
"Neutral/Unclear",0.85,"climate_comment_182020",NA
"Neutral/Unclear",0.95,"climate_comment_204558",NA
"Neutral/Unclear",0.85,"climate_comment_199633",NA
"Neutral/Unclear",0.9,"climate_comment_250689",NA
"Neutral/Unclear",0.85,"climate_comment_250688",NA
"Neutral/Unclear",0.9,"climate_comment_264478",NA
"Climate Skeptic",0.85,"climate_comment_200807",NA
"Climate Skeptic",0.85,"climate_comment_192383",NA
"Neutral/Unclear",0.85,"climate_comment_192052",NA
"Neutral/Unclear",0.85,"climate_comment_241327",NA
"Climate Skeptic",0.85,"climate_comment_264477",NA
"Climate Believer",0.85,"climate_comment_236991",NA
"Neutral/Unclear",0.75,"climate_comment_179333",NA
"Neutral/Unclear",0.85,"climate_comment_252390",NA
"Climate Believer",0.9,"climate_comment_246636",NA
"Neutral/Unclear",0.85,"climate_comment_264479",NA
"Climate Skeptic",0.85,"climate_comment_247639",NA
"Climate Skeptic",0.85,"climate_comment_239881",NA
"Climate Skeptic",0.85,"climate_comment_249152",NA
"Climate Believer",0.85,"climate_comment_226793",NA
"Neutral/Unclear",0.85,"climate_comment_234398",NA
"Neutral/Unclear",0.85,"climate_comment_267061",NA
"Neutral/Unclear",0.75,"climate_comment_232688",NA
"Neutral/Unclear",0.95,"climate_comment_226827",NA
"Climate Skeptic",0.85,"climate_comment_245218",NA
"Neutral/Unclear",0.95,"climate_comment_187103",NA
"Neutral/Unclear",0.85,"climate_comment_218603",NA
"Climate Skeptic",0.85,"climate_comment_253545",NA
"Neutral/Unclear",0.85,"climate_comment_212364",NA
"Neutral/Unclear",0.85,"climate_comment_218605",NA
"Neutral/Unclear",0.85,"climate_comment_190490",NA
"Climate Believer",0.85,"climate_comment_253544",NA
"Neutral/Unclear",0.85,"climate_comment_195165",NA
"Climate Believer",0.85,"climate_comment_190489",NA
"Neutral/Unclear",0.95,"climate_comment_250497",NA
